"customer_id";"customer_name";"stat_time";"backlog";"last_received_on";"total_received";"database_connections";"idle_database_connections";"pct_processor_time";"available_m_bytes";"pct_paging_file_usage"
31;"Super Restoration";"2017-02-13 00:00:22";2;"2017-02-13 00:00:21";10363220;1;0;4.16605;21584;9.0014
30;"Chicago Water & Fire";"2017-02-13 00:00:43";2;"2017-02-13 00:00:41";22880496;9;0;5.30243;21587;9.00134
30;"Chicago Water & Fire";"2017-02-13 00:01:15";1;"2017-02-13 00:01:13";22880507;9;0;0.378147;21568;9.00134
12;"C & C Complete Services";"2017-02-13 00:01:25";1;"2017-02-13 00:01:24";3936589;1;0;12.1206;21575;9.00134
31;"Super Restoration";"2017-02-13 00:03:22";1;"2017-02-13 00:03:22";10363264;1;0;14.7722;21549;9.00059
12;"C & C Complete Services";"2017-02-13 00:03:43";1;"2017-02-13 00:03:42";3936608;1;0;3.40847;21555;9.00054
30;"Chicago Water & Fire";"2017-02-13 00:03:54";12;"2017-02-13 00:03:53";22880623;9;0;14.3934;21554;9.0005
30;"Chicago Water & Fire";"2017-02-13 00:04:36";8;"2017-02-13 00:04:34";22880669;10;0;10.9843;21528;9.00044
30;"Chicago Water & Fire";"2017-02-13 00:05:18";1;"2017-02-13 00:05:18";22880699;10;0;1.8933;21510;9.0004
30;"Chicago Water & Fire";"2017-02-13 00:06:33";3;"2017-02-13 00:06:31";22880775;11;0;10.6055;21548;8.99849
30;"Chicago Water & Fire";"2017-02-13 00:07:26";8;"2017-02-13 00:07:25";22880804;11;0;11.3631;21521;8.99849
30;"Chicago Water & Fire";"2017-02-13 00:08:19";2;"2017-02-13 00:08:19";22880825;11;0;7.95394;21551;8.99841
30;"Chicago Water & Fire";"2017-02-13 00:09:22";7;"2017-02-13 00:09:21";22880896;11;0;10.9843;21543;8.99822
31;"Super Restoration";"2017-02-13 00:09:54";2;"2017-02-13 00:09:53";10363355;1;0;8.33275;21543;8.99817
30;"Chicago Water & Fire";"2017-02-13 00:10:15";13;"2017-02-13 00:10:15";22880926;11;0;10.9843;21532;8.99815
12;"C & C Complete Services";"2017-02-13 00:12:54";4;"2017-02-13 00:12:53";3936687;1;0;9.09033;21579;8.99796
52;"Restoration Experts";"2017-02-13 00:14:51";1;"2017-02-13 00:14:51";63528;1;0;3.02968;21569;8.99774
31;"Super Restoration";"2017-02-13 00:15:33";1;"2017-02-13 00:15:33";10363418;1;0;2.27211;21545;8.99754
30;"Chicago Water & Fire";"2017-02-13 00:15:44";3;"2017-02-13 00:15:44";22881054;10;0;29.9238;21542;8.99747
12;"C & C Complete Services";"2017-02-13 00:15:44";12;"2017-02-13 00:15:44";3936746;1;0;29.9238;21542;8.99747
31;"Super Restoration";"2017-02-13 00:15:55";2;"2017-02-13 00:15:54";10363422;1;0;5.68122;21533;8.99743
30;"Chicago Water & Fire";"2017-02-13 00:16:26";2;"2017-02-13 00:16:21";22881115;10;0;4.92362;21539;8.99736
30;"Chicago Water & Fire";"2017-02-13 00:18:12";2;"2017-02-13 00:18:12";22881150;10;0;3.02968;21544;8.99727
12;"C & C Complete Services";"2017-02-13 00:18:34";14;"2017-02-13 00:18:33";3936810;1;0;25.3783;21514;8.99792
31;"Super Restoration";"2017-02-13 00:18:55";1;"2017-02-13 00:18:55";10363454;1;0;3.02968;21520;8.99774
12;"C & C Complete Services";"2017-02-13 00:19:48";1;"2017-02-13 00:19:47";3936821;1;0;1.51451;21488;8.99763
30;"Chicago Water & Fire";"2017-02-13 00:20:51";10;"2017-02-13 00:20:50";22881226;9;0;12.4994;21512;8.99632
30;"Chicago Water & Fire";"2017-02-13 00:21:23";30;"2017-02-13 00:21:23";22881263;9;0;36.3632;21553;8.99605
12;"C & C Complete Services";"2017-02-13 00:22:16";2;"2017-02-13 00:22:16";3936834;1;0;1.51453;21493;8.99593
30;"Chicago Water & Fire";"2017-02-13 00:22:27";1;"2017-02-13 00:22:26";22881297;13;0;5.30243;21490;8.99593
30;"Chicago Water & Fire";"2017-02-13 00:25:48";6;"2017-02-13 00:25:48";22881357;13;0;12.4994;21515;8.99579
31;"Super Restoration";"2017-02-13 00:28:06";1;"2017-02-13 00:28:06";10363534;1;0;3.67585;21518;8.99568
7;"Full Steam Ahead";"2017-02-13 00:30:35";13;"2017-02-13 00:30:34";2270252;6;0;14.3934;21538;8.99378
12;"C & C Complete Services";"2017-02-13 00:30:45";1;"2017-02-13 00:30:45";3936871;1;0;3.67585;21508;8.99378
31;"Super Restoration";"2017-02-13 00:31:28";5;"2017-02-13 00:31:27";10363708;1;0;14.0146;21506;8.99354
30;"Chicago Water & Fire";"2017-02-13 00:31:49";12;"2017-02-13 00:31:47";22881453;10;0;12.1206;21513;8.99347
31;"Super Restoration";"2017-02-13 00:32:21";4;"2017-02-13 00:32:21";10363728;1;0;8.08763;21512;8.9934
12;"C & C Complete Services";"2017-02-13 00:33:25";1;"2017-02-13 00:33:24";3936884;1;0;3.67585;21524;8.99339
30;"Chicago Water & Fire";"2017-02-13 00:33:46";6;"2017-02-13 00:33:45";22881515;10;0;10.9843;21526;8.99337
31;"Super Restoration";"2017-02-13 00:34:18";1;"2017-02-13 00:34:17";10363765;1;0;14.0146;21531;8.99328
30;"Chicago Water & Fire";"2017-02-13 00:34:18";2;"2017-02-13 00:34:09";22881752;9;0;14.0146;21531;8.99328
31;"Super Restoration";"2017-02-13 00:34:28";1;"2017-02-13 00:34:28";10363770;1;0;8.33275;21528;8.99325
30;"Chicago Water & Fire";"2017-02-13 00:34:39";4;"2017-02-13 00:34:39";22881921;10;0;9.09033;21530;8.99325
30;"Chicago Water & Fire";"2017-02-13 00:34:50";9;"2017-02-13 00:34:45";22881933;11;0;14.7722;21530;8.9932
30;"Chicago Water & Fire";"2017-02-13 00:35:11";2;"2017-02-13 00:35:10";22882020;11;0;13.6358;21535;8.99312
30;"Chicago Water & Fire";"2017-02-13 00:35:43";1;"2017-02-13 00:35:40";22882137;11;0;18.9389;21536;8.99298
30;"Chicago Water & Fire";"2017-02-13 00:36:14";2;"2017-02-13 00:36:09";22882308;11;0;11.7419;21529;8.99288
30;"Chicago Water & Fire";"2017-02-13 00:36:25";1;"2017-02-13 00:36:24";22882322;11;0;6.43879;21529;8.99284
30;"Chicago Water & Fire";"2017-02-13 00:36:46";2;"2017-02-13 00:36:40";22882512;11;0;26.5147;21524;8.99281
7;"Full Steam Ahead";"2017-02-13 00:36:46";10;"2017-02-13 00:36:46";2270277;7;0;26.5147;21524;8.99281
31;"Super Restoration";"2017-02-13 00:37:08";1;"2017-02-13 00:37:07";10363808;1;0;0;21522;8.99278
31;"Super Restoration";"2017-02-13 00:37:29";1;"2017-02-13 00:37:28";10363812;1;0;1.51451;21512;8.99269
30;"Chicago Water & Fire";"2017-02-13 00:38:11";1;"2017-02-13 00:38:10";22882669;11;0;11.3631;21517;8.99261
30;"Chicago Water & Fire";"2017-02-13 00:38:43";1;"2017-02-13 00:38:40";22882743;11;0;21.5904;21517;8.99256
30;"Chicago Water & Fire";"2017-02-13 00:39:15";1;"2017-02-13 00:39:10";22882825;12;0;4.54485;21516;8.99235
30;"Chicago Water & Fire";"2017-02-13 00:39:25";1;"2017-02-13 00:39:25";22882851;11;0;15.5298;21523;8.99235
30;"Chicago Water & Fire";"2017-02-13 00:39:47";1;"2017-02-13 00:39:39";22883017;11;0;12.4994;21518;8.99227
30;"Chicago Water & Fire";"2017-02-13 00:40:18";3;"2017-02-13 00:40:10";22883130;11;0;44.3178;21484;8.99512
31;"Super Restoration";"2017-02-13 00:40:29";1;"2017-02-13 00:40:29";10363851;1;0;5.30243;21479;8.99511
30;"Chicago Water & Fire";"2017-02-13 00:40:50";2;"2017-02-13 00:40:43";22883369;12;0;40.5299;21486;8.99497
7;"Full Steam Ahead";"2017-02-13 00:40:50";13;"2017-02-13 00:40:50";2270327;7;0;40.5299;21486;8.99497
31;"Super Restoration";"2017-02-13 00:41:33";2;"2017-02-13 00:41:32";10363888;1;0;10.9843;21509;8.99437
30;"Chicago Water & Fire";"2017-02-13 00:42:26";1;"2017-02-13 00:42:25";22883398;12;0;7.57516;21506;8.99431
12;"C & C Complete Services";"2017-02-13 00:42:26";2;"2017-02-13 00:42:26";3936930;1;0;7.57516;21506;8.99431
30;"Chicago Water & Fire";"2017-02-13 00:42:58";4;"2017-02-13 00:42:58";22883406;12;0;11.3631;21493;8.99431
31;"Super Restoration";"2017-02-13 00:43:08";3;"2017-02-13 00:43:01";10364128;1;0;15.9085;21493;8.99414
31;"Super Restoration";"2017-02-13 00:43:40";1;"2017-02-13 00:43:40";10364141;2;0;4.92362;21476;8.9941
12;"C & C Complete Services";"2017-02-13 00:46:30";1;"2017-02-13 00:46:30";3936946;1;0;4.16605;21589;8.99371
30;"Chicago Water & Fire";"2017-02-13 00:48:27";1;"2017-02-13 00:48:26";22883589;9;0;1.51451;21550;8.99363
12;"C & C Complete Services";"2017-02-13 00:49:31";4;"2017-02-13 00:49:30";3936970;1;0;8.4553;21627;8.99357
31;"Super Restoration";"2017-02-13 00:49:41";2;"2017-02-13 00:49:40";10364240;2;0;5.5141;21626;8.99357
31;"Super Restoration";"2017-02-13 00:50:02";1;"2017-02-13 00:50:01";10364247;2;0;2.57291;21624;8.99357
30;"Chicago Water & Fire";"2017-02-13 00:50:34";11;"2017-02-13 00:50:34";22883635;9;0;6.43879;21550;8.99339
30;"Chicago Water & Fire";"2017-02-13 00:51:59";13;"2017-02-13 00:51:59";22883681;10;0;10.6055;21518;8.9933
12;"C & C Complete Services";"2017-02-13 00:52:31";3;"2017-02-13 00:52:31";3936991;1;0;5.5141;21505;8.99329
31;"Super Restoration";"2017-02-13 00:52:42";1;"2017-02-13 00:52:41";10364280;1;0;0.756935;21517;8.99325
30;"Chicago Water & Fire";"2017-02-13 00:53:03";1;"2017-02-13 00:53:02";22883722;10;0;2.65089;21521;8.99323
30;"Chicago Water & Fire";"2017-02-13 00:54:28";1;"2017-02-13 00:54:28";22883757;10;0;1.46997;21506;8.99323
31;"Super Restoration";"2017-02-13 00:55:42";1;"2017-02-13 00:55:42";10364313;1;0;2.20526;21528;8.99305
30;"Chicago Water & Fire";"2017-02-13 00:56:03";1;"2017-02-13 00:56:03";22883835;13;0;45.4542;21525;8.99305
30;"Chicago Water & Fire";"2017-02-13 00:56:14";1;"2017-02-13 00:56:12";22883849;13;0;3.3082;21537;8.99302
12;"C & C Complete Services";"2017-02-13 00:56:35";3;"2017-02-13 00:56:35";3937022;1;0;9.09033;21535;8.99301
30;"Chicago Water & Fire";"2017-02-13 00:56:46";2;"2017-02-13 00:56:46";22883866;13;0;18.1813;21520;8.99301
30;"Chicago Water & Fire";"2017-02-13 00:57:28";1;"2017-02-13 00:57:28";22883899;13;0;1.8933;21575;8.99297
30;"Chicago Water & Fire";"2017-02-13 00:58:42";1;"2017-02-13 00:58:39";22884007;13;0;12.8782;21512;8.99293
42;"Restoration Solutions";"2017-02-13 00:58:53";1;"2017-02-13 00:58:53";452413;1;0;4.16606;21511;8.99293
31;"Super Restoration";"2017-02-13 00:59:04";1;"2017-02-13 00:59:03";10364347;1;0;9.8479;21511;8.99293
12;"C & C Complete Services";"2017-02-13 00:59:35";1;"2017-02-13 00:59:35";3937034;1;0;0;21519;8.99283
30;"Chicago Water & Fire";"2017-02-13 01:00:39";27;"2017-02-13 01:00:39";22884094;9;0;22.348;21528;8.99282
12;"C & C Complete Services";"2017-02-13 01:00:39";5;"2017-02-13 01:00:39";3937042;1;0;22.348;21528;8.99282
30;"Chicago Water & Fire";"2017-02-13 01:01:32";1;"2017-02-13 01:01:30";22884151;9;0;12.8782;21563;8.99563
31;"Super Restoration";"2017-02-13 01:01:43";1;"2017-02-13 01:01:42";10364376;1;0;15.5298;21562;8.99562
30;"Chicago Water & Fire";"2017-02-13 01:01:43";13;"2017-02-13 01:01:43";22884165;9;0;15.5298;21562;8.99562
30;"Chicago Water & Fire";"2017-02-13 01:03:08";5;"2017-02-13 01:03:06";22884213;8;0;22.348;21548;8.99559
30;"Chicago Water & Fire";"2017-02-13 01:03:39";11;"2017-02-13 01:03:39";22884241;9;0;10.9843;21545;8.99549
31;"Super Restoration";"2017-02-13 01:05:04";1;"2017-02-13 01:05:04";10364413;1;0;0.756935;21570;8.99536
30;"Chicago Water & Fire";"2017-02-13 01:07:01";2;"2017-02-13 01:07:00";22884318;9;0;5.68122;21632;8.99518
12;"C & C Complete Services";"2017-02-13 01:07:22";1;"2017-02-13 01:07:22";3937080;1;0;3.40847;21588;8.99518
31;"Super Restoration";"2017-02-13 01:08:05";2;"2017-02-13 01:08:04";10364451;1;0;8.71152;21634;8.99512
30;"Chicago Water & Fire";"2017-02-13 01:09:40";1;"2017-02-13 01:09:40";22884363;9;0;25.3783;21566;8.99512
30;"Chicago Water & Fire";"2017-02-13 01:10:44";52;"2017-02-13 01:10:43";22884455;9;0;39.7723;21531;8.99492
12;"C & C Complete Services";"2017-02-13 01:11:26";3;"2017-02-13 01:11:26";3937097;1;0;12.8782;21532;8.99479
30;"Chicago Water & Fire";"2017-02-13 01:13:02";1;"2017-02-13 01:13:01";22884513;10;0;3.40847;21522;8.99446
30;"Chicago Water & Fire";"2017-02-13 01:13:44";10;"2017-02-13 01:13:43";22884529;10;0;15.151;21494;8.99446
30;"Chicago Water & Fire";"2017-02-13 01:13:55";9;"2017-02-13 01:13:55";22884538;11;0;0;21477;8.99446
31;"Super Restoration";"2017-02-13 01:14:37";1;"2017-02-13 01:14:36";10364532;1;0;3.02968;21475;8.99442
30;"Chicago Water & Fire";"2017-02-13 01:14:48";19;"2017-02-13 01:14:41";22884696;11;0;32.9541;21475;8.99441
12;"C & C Complete Services";"2017-02-13 01:14:48";1;"2017-02-13 01:14:47";3937113;1;0;32.9541;21475;8.99441
30;"Chicago Water & Fire";"2017-02-13 01:14:59";7;"2017-02-13 01:14:41";22884696;11;0;11.3631;21483;8.99438
30;"Chicago Water & Fire";"2017-02-13 01:15:20";8;"2017-02-13 01:15:11";22884741;11;0;14.7722;21482;8.99436
30;"Chicago Water & Fire";"2017-02-13 01:15:30";4;"2017-02-13 01:15:11";22884741;11;0;31.0602;21472;8.99426
30;"Chicago Water & Fire";"2017-02-13 01:15:41";6;"2017-02-13 01:15:40";22884788;11;0;18.5601;21464;8.99426
30;"Chicago Water & Fire";"2017-02-13 01:15:52";19;"2017-02-13 01:15:41";22884804;11;0;59.0906;21476;8.99426
30;"Chicago Water & Fire";"2017-02-13 01:16:02";3;"2017-02-13 01:16:02";22884809;11;0;12.8782;21478;8.99426
30;"Chicago Water & Fire";"2017-02-13 01:16:23";6;"2017-02-13 01:16:14";22884987;11;0;13.257;21482;8.99423
30;"Chicago Water & Fire";"2017-02-13 01:16:34";3;"2017-02-13 01:16:14";22884987;12;0;12.4994;21485;8.9942
30;"Chicago Water & Fire";"2017-02-13 01:16:45";13;"2017-02-13 01:16:42";22885210;12;0;12.8671;21486;8.9941
42;"Restoration Solutions";"2017-02-13 01:17:06";501;"2017-02-13 01:17:06";452995;1;0;22.348;21488;8.99204
42;"Restoration Solutions";"2017-02-13 01:17:17";506;"2017-02-13 01:17:08";453088;1;0;11.7419;21482;8.99167
42;"Restoration Solutions";"2017-02-13 01:17:27";410;"2017-02-13 01:17:17";453091;1;0;10.2267;21483;8.99156
42;"Restoration Solutions";"2017-02-13 01:17:38";313;"2017-02-13 01:17:17";453091;1;0;24.2419;21481;8.99142
42;"Restoration Solutions";"2017-02-13 01:17:49";216;"2017-02-13 01:17:17";453091;1;0;10.6055;21482;8.99124
42;"Restoration Solutions";"2017-02-13 01:17:59";122;"2017-02-13 01:17:17";453091;1;0;9.8479;21482;8.99123
42;"Restoration Solutions";"2017-02-13 01:18:10";26;"2017-02-13 01:17:17";453091;1;0;14.0146;21484;8.99113
12;"C & C Complete Services";"2017-02-13 01:20:49";1;"2017-02-13 01:20:48";3937148;1;0;8.33273;21536;8.9911
30;"Chicago Water & Fire";"2017-02-13 01:22:03";1;"2017-02-13 01:22:03";22885438;9;0;1.46997;21530;8.99104
31;"Super Restoration";"2017-02-13 01:23:18";1;"2017-02-13 01:23:17";10364628;1;0;3.40847;21544;8.99085
7;"Full Steam Ahead";"2017-02-13 01:23:49";4;"2017-02-13 01:23:48";2270396;7;0;9.8479;21532;8.99085
30;"Chicago Water & Fire";"2017-02-13 01:24:53";12;"2017-02-13 01:24:52";22885512;8;0;9.8479;21551;8.9941
30;"Chicago Water & Fire";"2017-02-13 01:25:04";1;"2017-02-13 01:25:04";22885516;8;0;14.7053;21550;8.9941
31;"Super Restoration";"2017-02-13 01:25:14";1;"2017-02-13 01:25:10";10365098;1;0;12.4994;21554;8.99408
31;"Super Restoration";"2017-02-13 01:25:25";2;"2017-02-13 01:25:17";10365100;2;0;13.257;21553;8.99408
31;"Super Restoration";"2017-02-13 01:25:36";2;"2017-02-13 01:25:17";10365100;2;0;12.1206;21552;8.99408
31;"Super Restoration";"2017-02-13 01:25:46";3;"2017-02-13 01:25:38";10365102;2;0;33.4554;21558;8.99408
30;"Chicago Water & Fire";"2017-02-13 01:25:46";4;"2017-02-13 01:25:46";22885541;8;0;33.4554;21558;8.99408
7;"Full Steam Ahead";"2017-02-13 01:25:46";10;"2017-02-13 01:25:46";2270419;7;0;33.4554;21558;8.99408
30;"Chicago Water & Fire";"2017-02-13 01:26:08";2;"2017-02-13 01:26:07";22885590;9;0;28.4086;21576;8.99399
30;"Chicago Water & Fire";"2017-02-13 01:27:11";11;"2017-02-13 01:27:11";22885664;9;0;5.88175;21529;8.99386
30;"Chicago Water & Fire";"2017-02-13 01:29:08";10;"2017-02-13 01:29:07";22885749;8;0;11.0288;21541;8.99377
31;"Super Restoration";"2017-02-13 01:29:40";1;"2017-02-13 01:29:39";10365148;2;0;2.65089;21556;8.99373
30;"Chicago Water & Fire";"2017-02-13 01:32:08";15;"2017-02-13 01:32:08";22885845;8;0;0;21545;8.99366
31;"Super Restoration";"2017-02-13 01:32:40";1;"2017-02-13 01:32:39";10365187;1;0;2.94055;21533;8.99362
12;"C & C Complete Services";"2017-02-13 01:34:58";2;"2017-02-13 01:34:57";3937224;1;0;3.40847;21556;8.99353
31;"Super Restoration";"2017-02-13 01:35:41";1;"2017-02-13 01:35:40";10365211;1;0;1.51451;21561;8.99352
31;"Super Restoration";"2017-02-13 01:38:41";1;"2017-02-13 01:38:40";10365240;1;0;6.81758;21517;8.99348
30;"Chicago Water & Fire";"2017-02-13 01:39:55";3;"2017-02-13 01:39:54";22886000;9;0;5.6812;21530;8.99342
30;"Chicago Water & Fire";"2017-02-13 01:41:20";1;"2017-02-13 01:41:20";22886016;9;0;2.65089;21519;8.99342
30;"Chicago Water & Fire";"2017-02-13 01:45:03";15;"2017-02-13 01:45:02";22886097;8;0;8.33275;21529;8.99323
30;"Chicago Water & Fire";"2017-02-13 01:46:38";1;"2017-02-13 01:46:38";22886118;8;0;30.3026;21567;8.99315
31;"Super Restoration";"2017-02-13 01:47:53";1;"2017-02-13 01:47:52";10365329;1;0;2.65089;21552;8.99308
30;"Chicago Water & Fire";"2017-02-13 01:49:07";6;"2017-02-13 01:49:07";22886162;9;0;34.4693;21506;8.99632
30;"Chicago Water & Fire";"2017-02-13 01:49:39";2;"2017-02-13 01:49:39";22886175;9;0;6.06;21507;8.9963
31;"Super Restoration";"2017-02-13 01:54:14";1;"2017-02-13 01:54:14";10365387;1;0;4.54485;21538;8.99593
12;"C & C Complete Services";"2017-02-13 01:54:46";1;"2017-02-13 01:54:46";3937351;1;0;1.13572;21540;8.99593
30;"Chicago Water & Fire";"2017-02-13 01:56:11";1;"2017-02-13 01:56:11";22886221;12;0;1.89332;21526;8.99579
31;"Super Restoration";"2017-02-13 01:56:54";2;"2017-02-13 01:56:54";10365429;1;0;8.4553;21548;8.99562
31;"Super Restoration";"2017-02-13 01:59:54";1;"2017-02-13 01:59:54";10365508;1;0;0;21575;8.99499
31;"Super Restoration";"2017-02-13 02:00:15";1;"2017-02-13 02:00:15";10365512;1;0;2.27209;21575;8.99499
31;"Super Restoration";"2017-02-13 02:01:19";4;"2017-02-13 02:01:19";10365568;1;0;12.1318;21558;8.99499
31;"Super Restoration";"2017-02-13 02:01:30";1;"2017-02-13 02:01:29";10365585;1;0;10.6612;21557;8.99489
12;"C & C Complete Services";"2017-02-13 02:01:51";1;"2017-02-13 02:01:51";3937382;1;0;2.65089;21565;8.99485
31;"Super Restoration";"2017-02-13 02:02:01";1;"2017-02-13 02:02:00";10365634;1;0;22.7268;21575;8.99483
31;"Super Restoration";"2017-02-13 02:05:02";6;"2017-02-13 02:04:59";10365912;1;0;21.9692;21563;8.99464
30;"Chicago Water & Fire";"2017-02-13 02:05:02";9;"2017-02-13 02:05:01";22886277;8;0;21.9692;21563;8.99464
31;"Super Restoration";"2017-02-13 02:06:58";2;"2017-02-13 02:06:55";10366003;1;0;14.0146;21628;8.99464
30;"Chicago Water & Fire";"2017-02-13 02:08:13";1;"2017-02-13 02:08:12";22886332;7;0;2.27211;21588;8.9946
30;"Chicago Water & Fire";"2017-02-13 02:09:48";11;"2017-02-13 02:09:48";22886364;7;0;9.8479;21588;8.9945
31;"Super Restoration";"2017-02-13 02:09:59";3;"2017-02-13 02:09:54";10366122;1;0;17.8025;21584;8.9945
12;"C & C Complete Services";"2017-02-13 02:10:41";1;"2017-02-13 02:10:41";3937425;1;0;2.27209;21541;8.99446
31;"Super Restoration";"2017-02-13 02:12:48";1;"2017-02-13 02:12:47";10366178;1;0;5.30243;21581;8.99433
30;"Chicago Water & Fire";"2017-02-13 02:12:48";1;"2017-02-13 02:12:48";22886415;7;0;5.30243;21581;8.99433
31;"Super Restoration";"2017-02-13 02:13:52";3;"2017-02-13 02:13:51";10366206;1;0;6.06;21534;8.99418
30;"Chicago Water & Fire";"2017-02-13 02:15:06";1;"2017-02-13 02:15:06";22886467;9;0;0.756935;21509;8.99415
31;"Super Restoration";"2017-02-13 02:18:49";1;"2017-02-13 02:18:49";10366282;1;0;1.89332;21519;8.99399
31;"Super Restoration";"2017-02-13 02:21:49";2;"2017-02-13 02:21:49";10366331;1;0;0.378147;21515;8.99389
12;"C & C Complete Services";"2017-02-13 02:25:11";1;"2017-02-13 02:25:10";3937487;1;0;5.68122;21539;8.99389
12;"C & C Complete Services";"2017-02-13 02:25:22";1;"2017-02-13 02:25:13";3937879;1;0;12.4994;21532;8.99384
12;"C & C Complete Services";"2017-02-13 02:25:32";1;"2017-02-13 02:25:13";3937879;1;0;13.6358;21531;8.99384
12;"C & C Complete Services";"2017-02-13 02:25:43";1;"2017-02-13 02:25:13";3937879;1;0;22.348;21535;8.99372
12;"C & C Complete Services";"2017-02-13 02:25:53";3;"2017-02-13 02:25:47";3937883;1;0;13.257;21543;8.99371
12;"C & C Complete Services";"2017-02-13 02:26:04";3;"2017-02-13 02:25:47";3937883;1;0;12.8671;21543;8.9937
31;"Super Restoration";"2017-02-13 02:31:01";1;"2017-02-13 02:31:00";10366493;1;0;0.378147;21547;8.99646
31;"Super Restoration";"2017-02-13 02:31:22";2;"2017-02-13 02:31:22";10366500;1;0;9.84792;21551;8.99646
31;"Super Restoration";"2017-02-13 02:34:23";1;"2017-02-13 02:34:22";10366533;1;0;4.92364;21583;8.99579
12;"C & C Complete Services";"2017-02-13 02:36:19";1;"2017-02-13 02:36:19";3937945;1;0;3.78728;21531;8.99576
31;"Super Restoration";"2017-02-13 02:43:24";1;"2017-02-13 02:43:24";10366644;1;0;1.89332;21547;8.99558
30;"Chicago Water & Fire";"2017-02-13 02:48:21";1;"2017-02-13 02:48:20";22886686;8;0;8.08765;21583;8.99529
30;"Chicago Water & Fire";"2017-02-13 02:48:31";1;"2017-02-13 02:48:31";22886688;8;0;0;21547;8.99529
31;"Super Restoration";"2017-02-13 02:49:35";3;"2017-02-13 02:49:34";10366739;1;0;12.8782;21559;8.99529
31;"Super Restoration";"2017-02-13 02:52:35";3;"2017-02-13 02:52:34";10367028;1;0;12.4994;21588;8.99517
12;"C & C Complete Services";"2017-02-13 02:54:53";2;"2017-02-13 02:54:52";3938060;1;0;25.7571;21583;8.99513
31;"Super Restoration";"2017-02-13 02:55:36";1;"2017-02-13 02:55:35";10367078;1;0;1.51453;21548;8.99513
31;"Super Restoration";"2017-02-13 02:55:57";2;"2017-02-13 02:55:56";10367084;1;0;9.09033;21552;8.99513
12;"C & C Complete Services";"2017-02-13 02:57:54";1;"2017-02-13 02:57:53";3938084;1;0;10.9843;21578;8.99485
31;"Super Restoration";"2017-02-13 02:58:57";2;"2017-02-13 02:58:57";10367121;1;0;14.0146;20900;8.99012
12;"C & C Complete Services";"2017-02-13 03:00:54";2;"2017-02-13 03:00:54";3938106;1;0;6.43879;20935;8.99003
31;"Super Restoration";"2017-02-13 03:01:57";1;"2017-02-13 03:01:57";10367146;2;0;0;20908;8.99
30;"Chicago Water & Fire";"2017-02-13 03:03:54";2;"2017-02-13 03:03:53";22886766;9;0;10.9843;20957;8.98989
30;"Chicago Water & Fire";"2017-02-13 03:09:55";1;"2017-02-13 03:09:55";22886789;9;0;1.1023;20934;8.98955
30;"Chicago Water & Fire";"2017-02-13 03:10:05";1;"2017-02-13 03:10:05";22886792;9;0;4.16606;20935;8.98954
30;"Chicago Water & Fire";"2017-02-13 03:12:55";2;"2017-02-13 03:12:55";22886837;9;0;0.756935;20936;8.98942
12;"C & C Complete Services";"2017-02-13 03:13:27";3;"2017-02-13 03:13:26";3938266;1;0;19.3177;20931;8.98935
12;"C & C Complete Services";"2017-02-13 03:13:59";7;"2017-02-13 03:13:58";3938284;1;0;9.09033;20931;8.98931
12;"C & C Complete Services";"2017-02-13 03:16:27";4;"2017-02-13 03:16:27";3938320;1;0;7.71999;20912;8.99242
12;"C & C Complete Services";"2017-02-13 03:19:28";1;"2017-02-13 03:19:27";3938376;1;0;18.1813;20689;8.78721
31;"Super Restoration";"2017-02-13 03:20:10";2;"2017-02-13 03:20:10";10367360;1;0;3.78726;20719;8.78715
31;"Super Restoration";"2017-02-13 03:20:32";2;"2017-02-13 03:20:31";10367367;1;0;7.57517;20721;8.78714
31;"Super Restoration";"2017-02-13 03:20:42";1;"2017-02-13 03:20:42";10367376;1;0;12.1206;20722;8.7871
31;"Super Restoration";"2017-02-13 03:23:11";1;"2017-02-13 03:23:11";10367412;1;0;2.27211;20713;8.78701
31;"Super Restoration";"2017-02-13 03:23:32";2;"2017-02-13 03:23:32";10367418;1;0;18.5601;20960;8.78699
31;"Super Restoration";"2017-02-13 03:26:11";1;"2017-02-13 03:26:11";10367450;1;0;3.78728;20985;8.79009
31;"Super Restoration";"2017-02-13 03:26:32";2;"2017-02-13 03:26:32";10367455;1;0;4.54483;20980;8.79008
31;"Super Restoration";"2017-02-13 03:28:08";2;"2017-02-13 03:28:07";10367493;1;0;22.348;20965;8.78996
30;"Chicago Water & Fire";"2017-02-13 03:28:29";1;"2017-02-13 03:28:28";22886902;9;0;1.89332;20954;8.78995
31;"Super Restoration";"2017-02-13 03:29:33";2;"2017-02-13 03:29:33";10367546;1;0;4.9994;21059;8.78982
31;"Super Restoration";"2017-02-13 03:30:05";1;"2017-02-13 03:30:03";10367578;1;0;9.8479;21059;8.78977
30;"Chicago Water & Fire";"2017-02-13 03:31:30";2;"2017-02-13 03:31:29";22886917;8;0;28.0298;21078;8.78967
30;"Chicago Water & Fire";"2017-02-13 03:34:30";1;"2017-02-13 03:34:29";22886927;8;0;5.55495;21039;8.79267
12;"C & C Complete Services";"2017-02-13 03:35:34";3;"2017-02-13 03:35:34";3938488;1;0;7.95396;21067;8.7924
31;"Super Restoration";"2017-02-13 03:36:05";2;"2017-02-13 03:36:05";10367650;1;0;69.6968;21043;8.7924
